date,strategy_momentum,strategy_mean_reversion,strategy_low_vol,strategy_carry,strategy_stat_arb,strategy_macro,strategy_trend_following,strategy_vol_arbitrage
2018-01-01,0.002253578928904482,-0.01640749106183871,0.0036519461644076916,-0.0021887305179724694,-0.003063966437350983,-0.006889979234574576,0.0001467858939120676,0.009509809175763979
2018-01-02,-0.011502474155087155,-0.0020385803289026017,-0.0012855896251788678,-0.004340751329260407,-0.002994647761399236,0.012899107504141643,-0.008331677184963408,-0.00435186367429871
2018-01-03,0.007688952096431283,-0.002937470560558958,0.0025891334145106133,0.012509262156847792,0.004723171362335277,0.027881509584711563,0.012349143347169583,0.004014156064194401
2018-01-04,0.01690823739890697,-0.006640557046375318,0.01046860625399815,0.01702599750064823,0.005999815984943275,0.03430543715466825,0.016948010995017537,-0.0027243948771110125
2018-01-05,0.007741842012440758,-0.0022834805915791616,-0.004664465065518603,-0.0025415625320934086,0.001307536779916226,-0.00474240597233178,0.0016342528391272136,-0.012360108048819414
2018-01-08,0.0024461909722775154,0.0015261499107207266,0.00727716399083642,0.0035462239155695,-0.004944679085389933,-0.012111834706119273,-0.0033623786404847126,-0.006626761884421474
2018-01-09,0.012100377461504594,-0.027557332211587487,0.000372113392605275,0.014036411484113383,0.0024073723413746387,0.01153693719501703,0.013547138733696533,-0.0053728988700473025
2018-01-10,0.020602850472856545,-0.009632577680000264,0.001612785548168661,0.013986903094905884,-0.0016536171535049163,-0.004253915521199785,0.005645860388926336,0.0069162658304209685
2018-01-11,0.003445878805054635,0.005942249619271469,-8.178717694032052e-05,-0.0020476676095977924,0.003324545866680382,-0.005651784828470804,-0.0036030251702951223,0.005067365302481287
2018-01-12,0.010542234691540113,-0.010484186514374334,0.0053287768618780805,0.009994592883181858,-0.0001345583222330676,0.022517358171925246,0.01146270772214511,-0.010714918708727818
2018-01-15,-0.005173815675473583,0.0031424210158456935,-0.0019372824999429005,0.010833452164213372,-0.00345139497940708,-0.005884026616287213,-0.0008362690540274081,0.0002186979462163697
2018-01-16,-0.009596516758899653,0.005872204953111504,-0.001775346703072325,0.0005972415495314825,-0.00010892506106218897,-0.0019172887918507612,0.00020916561040332194,0.017489921924983935
2018-01-17,0.00156995187648685,-0.00411220671687037,0.00328103056335762,0.002948769184249664,-0.0008449312816849739,0.016659097300469904,0.006574793347714125,0.0003264885454985721
2018-01-18,-0.012940934924079099,0.01305691193832012,-0.00898403901079081,-0.00920338283543125,0.0016473272902270846,-0.026514188889179845,-0.010320646358938885,0.0026372520599968878
2018-01-19,-0.0061315947555331,0.0039378543878398195,-0.001639405214569024,-0.01328581268511326,-0.004669284791126032,-0.0021841815791878577,-0.01250128522260564,0.008681195273834952
2018-01-22,0.004376755853830629,0.001906132476345801,0.001377102575342032,0.00885136831708866,-0.004569802330307645,0.012074026799040821,-0.0015780752907557823,0.007715320965606386
2018-01-23,-0.012681672630329422,0.010462349245231428,-0.0005164426374823687,-0.005432028877927944,-0.0076418365638745095,-0.012711674164338082,-0.0002382395152542953,-0.0008247027549375284
2018-01-24,-0.002133833407705111,-0.0010709474685711856,-0.001900513896802936,0.0018579141935584076,0.0011132856914312472,-8.291985472464597e-06,-0.0003445724736627631,0.0032621303969642573
2018-01-25,-0.007771342534161852,0.001424832788836079,-0.0038536620374682597,-0.009756218368852898,-0.0026802336775119586,-0.003935960934054439,-0.012584543449375693,-8.945096945920522e-05
2018-01-26,-0.024673516167798257,0.010277028148447886,-0.007007230450891627,-0.0037224856915819083,-0.006188860481938705,-0.01969275111949439,-0.019269223706732185,0.009657840808240793
2018-01-29,0.01895801298946147,-0.004421318709749462,0.003123013957389129,0.01584860820037388,0.006845847167826153,0.00928817753480555,0.01552978358382565,-0.0025097064123179255
2018-01-30,-0.002133999563046597,-0.013117198256977172,0.0009746633835936573,-0.003152361220573523,0.0022353381014119616,0.009916366495576473,-0.012931246272303121,0.004555338627736784
2018-01-31,-0.000876914400579876,0.007498090765157364,-0.001296706110023609,0.004328459799365165,0.0006768971316265737,0.01302888186456156,0.004761755466579217,-0.00616579452199743
2018-02-01,-0.023765498814706104,0.006432130402377273,-0.0032397515185596075,-0.01684096678180117,0.0021684319973283776,-0.015322222712417507,-0.012382488790174702,-0.0026334709698065412
2018-02-02,-0.0016077327854536728,0.0062180406971902615,-0.006180488511940648,-0.0020347027412155336,0.0016477191960505104,-0.0169950051125709,0.0036257135281102257,0.00912381179349315
2018-02-05,-0.0008082410691049153,0.00749191615034444,0.00792531410506168,0.004022424406294509,-0.001628907043077538,-0.008438111630612163,-0.002219159210633644,-0.0008446620433005883
2018-02-06,-0.0182602316504226,-0.002540456342852754,-0.00821480173276861,0.0012094952903555344,-0.004549448931332444,-0.01230745547974864,-0.010530511052014519,0.005477960595835109
2018-02-07,-0.011986034681556637,-0.00752298453257056,0.003117850431357268,-0.00018906828155460876,0.003770201066383794,0.0014649557206101761,0.011825603831517944,-0.003375548066225471
2018-02-08,-0.005461987281426911,0.0015741828753585373,0.0010145631369176482,-0.009756361711427018,0.0007479512275482041,-0.009407883882251415,0.004734633494788745,0.008901538654889924
2018-02-09,0.008673217082251076,-0.003838604024173355,-0.0030451835948701964,-0.005617334803136802,0.000624194554284087,0.006752327148144744,-0.0058962341255263204,-0.003984906715795415
2018-02-12,0.004659123875209733,0.01574530768790286,0.0012521948186995165,-0.010055130109626258,-0.0029825653106196363,0.0002471105427126188,-0.0030837814982480312,0.0006297979338123088
